date,time,tide_height,tide_ht,date_time
2020-09-26,05:00,0.119,L,2020-09-26 05:00
2020-09-26,11:18,3.085,H,2020-09-26 11:18
2020-09-26,17:18,0.393,L,2020-09-26 17:18
2020-09-26,23:42,3.422,H,2020-09-26 23:42
2020-09-27,06:06,0.165,L,2020-09-27 06:06
2020-09-27,12:24,3.21,H,2020-09-27 12:24
2020-09-27,18:24,0.424,L,2020-09-27 18:24
2020-09-28,00:42,3.471,H,2020-09-28 00:42
2020-09-28,07:06,0.145,L,2020-09-28 07:06
2020-09-28,13:18,3.229,H,2020-09-28 13:18
2020-09-28,19:30,0.348,L,2020-09-28 19:30
2020-09-29,01:36,3.55,H,2020-09-29 01:36
2020-09-29,07:54,0.158,L,2020-09-29 07:54
2020-09-29,14:12,3.364,H,2020-09-29 14:12
2020-09-29,20:06,0.327,L,2020-09-29 20:06
2020-09-30,02:24,3.561,H,2020-09-30 02:24
2020-09-30,08:30,0.287,L,2020-09-30 08:30
2020-09-30,14:54,3.661,H,2020-09-30 14:54
2020-09-30,20:54,0.26,L,2020-09-30 20:54
2020-10-01,03:06,3.511,H,2020-10-01 03:06
2020-10-01,09:18,0.095,L,2020-10-01 09:18
2020-10-01,15:24,3.439,H,2020-10-01 15:24
2020-10-01,21:36,0.248,L,2020-10-01 21:36
2020-10-02,03:36,3.489,H,2020-10-02 03:36
2020-10-02,09:48,0.156,L,2020-10-02 09:48
2020-10-02,16:00,3.45,H,2020-10-02 16:00
2020-10-02,22:06,0.232,L,2020-10-02 22:06
2020-10-03,04:12,3.453,H,2020-10-03 04:12
2020-10-03,10:30,0.143,L,2020-10-03 10:30
2020-10-03,16:30,3.368,H,2020-10-03 16:30
2020-10-03,22:36,0.082,L,2020-10-03 22:36
2020-10-04,04:54,3.274,H,2020-10-04 04:54
2020-10-04,11:00,0.209,L,2020-10-04 11:00
2020-10-04,17:00,3.343,H,2020-10-04 17:00
2020-10-04,23:24,0.132,L,2020-10-04 23:24
2020-10-05,05:24,3.235,H,2020-10-05 05:24
2020-10-05,11:30,0.383,L,2020-10-05 11:30
2020-10-05,17:36,3.346,H,2020-10-05 17:36
2020-10-05,23:54,0.211,L,2020-10-05 23:54
2020-10-06,06:06,3.131,H,2020-10-06 06:06
2020-10-06,12:06,0.446,L,2020-10-06 12:06
2020-10-06,18:12,3.333,H,2020-10-06 18:12
2020-10-07,00:36,0.291,L,2020-10-07 00:36
2020-10-07,06:42,3.125,H,2020-10-07 06:42
2020-10-07,12:42,0.65,L,2020-10-07 12:42
2020-10-07,19:00,3.417,H,2020-10-07 19:00
2020-10-08,01:18,0.532,L,2020-10-08 01:18
2020-10-08,06:54,2.951,H,2020-10-08 06:54
2020-10-08,13:36,0.581,L,2020-10-08 13:36
2020-10-08,19:30,3.053,H,2020-10-08 19:30
2020-10-09,02:06,0.186,L,2020-10-09 02:06
2020-10-09,08:18,2.714,H,2020-10-09 08:18
2020-10-09,14:24,0.637,L,2020-10-09 14:24
2020-10-09,20:30,3.016,H,2020-10-09 20:30
2020-10-10,02:54,0.393,L,2020-10-10 02:54
2020-10-10,09:24,2.84,H,2020-10-10 09:24
2020-10-10,15:18,0.884,L,2020-10-10 15:18
2020-10-10,21:24,3.224,H,2020-10-10 21:24
2020-10-11,04:00,0.439,L,2020-10-11 04:00
2020-10-11,10:06,2.736,H,2020-10-11 10:06
2020-10-11,16:06,0.537,L,2020-10-11 16:06
2020-10-11,22:30,3.181,H,2020-10-11 22:30
2020-10-12,04:54,0.285,L,2020-10-12 04:54
2020-10-12,11:12,3.023,H,2020-10-12 11:12
2020-10-12,17:18,0.465,L,2020-10-12 17:18
2020-10-12,23:36,3.248,H,2020-10-12 23:36
2020-10-13,06:00,0.22,L,2020-10-13 06:00
2020-10-13,12:12,3.261,H,2020-10-13 12:12
2020-10-13,18:18,0.363,L,2020-10-13 18:18
2020-10-14,00:30,3.62,H,2020-10-14 00:30
2020-10-14,06:54,0.171,L,2020-10-14 06:54
2020-10-14,13:06,3.56,H,2020-10-14 13:06
2020-10-14,19:06,0.159,L,2020-10-14 19:06
2020-10-15,01:24,3.726,H,2020-10-15 01:24
2020-10-15,07:42,-0.192,L,2020-10-15 07:42
2020-10-15,13:54,3.736,H,2020-10-15 13:54
2020-10-15,20:06,-0.093,L,2020-10-15 20:06
2020-10-16,02:12,3.885,H,2020-10-16 02:12
2020-10-16,08:30,-0.285,L,2020-10-16 08:30
2020-10-16,14:42,3.951,H,2020-10-16 14:42
2020-10-16,20:48,-0.29,L,2020-10-16 20:48
2020-10-17,03:12,3.98,H,2020-10-17 03:12
2020-10-17,09:18,-0.256,L,2020-10-17 09:18
2020-10-17,15:30,4.213,H,2020-10-17 15:30
2020-10-17,21:54,-0.57,L,2020-10-17 21:54
2020-10-18,03:54,3.746,H,2020-10-18 03:54
2020-10-18,10:12,-0.369,L,2020-10-18 10:12
2020-10-18,16:24,3.955,H,2020-10-18 16:24
2020-10-18,22:30,-0.502,L,2020-10-18 22:30
2020-10-19,04:54,3.767,H,2020-10-19 04:54
2020-10-19,11:06,-0.301,L,2020-10-19 11:06
2020-10-19,17:12,3.942,H,2020-10-19 17:12
2020-10-19,23:36,-0.43,L,2020-10-19 23:36
2020-10-20,05:48,3.629,H,2020-10-20 05:48
2020-10-20,11:54,-0.122,L,2020-10-20 11:54
2020-10-20,18:12,3.877,H,2020-10-20 18:12
2020-10-21,00:30,-0.377,L,2020-10-21 00:30
2020-10-21,06:48,3.395,H,2020-10-21 06:48
2020-10-21,12:48,0.115,L,2020-10-21 12:48
2020-10-21,19:06,3.752,H,2020-10-21 19:06
2020-10-22,01:30,-0.099,L,2020-10-22 01:30
2020-10-22,07:48,3.282,H,2020-10-22 07:48
2020-10-22,13:48,0.253,L,2020-10-22 13:48
2020-10-22,20:00,3.522,H,2020-10-22 20:00
2020-10-23,02:24,-0.042,L,2020-10-23 02:24
2020-10-23,08:54,3.127,H,2020-10-23 08:54
2020-10-23,14:54,0.403,L,2020-10-23 14:54
2020-10-23,21:12,3.454,H,2020-10-23 21:12
2020-10-24,03:36,0.254,L,2020-10-24 03:36
2020-10-24,10:00,3.178,H,2020-10-24 10:00
2020-10-24,15:48,0.58,L,2020-10-24 15:48
2020-10-24,22:12,3.383,H,2020-10-24 22:12
2020-10-25,04:36,0.207,L,2020-10-25 04:36
2020-10-25,11:00,3.065,H,2020-10-25 11:00
2020-10-25,17:00,0.482,L,2020-10-25 17:00
2020-10-25,23:24,3.221,H,2020-10-25 23:24
2020-10-26,05:42,0.192,L,2020-10-26 05:42
2020-10-26,12:00,3.103,H,2020-10-26 12:00
2020-10-26,18:06,0.518,L,2020-10-26 18:06
2020-10-27,00:12,3.31,H,2020-10-27 00:12
2020-10-27,06:42,0.272,L,2020-10-27 06:42
2020-10-27,12:54,3.118,H,2020-10-27 12:54
2020-10-27,19:00,0.218,L,2020-10-27 19:00
2020-10-28,01:12,3.183,H,2020-10-28 01:12
2020-10-28,07:24,0.2,L,2020-10-28 07:24
2020-10-28,13:30,3.236,H,2020-10-28 13:30
2020-10-28,19:42,0.301,L,2020-10-28 19:42
2020-10-29,02:00,3.331,H,2020-10-29 02:00
2020-10-29,08:00,0.277,L,2020-10-29 08:00
2020-10-29,14:12,3.413,H,2020-10-29 14:12
2020-10-29,20:30,0.229,L,2020-10-29 20:30
2020-10-30,02:36,3.339,H,2020-10-30 02:36
2020-10-30,08:48,0.424,L,2020-10-30 08:48
2020-10-30,15:06,3.601,H,2020-10-30 15:06
2020-10-30,20:54,0.34,L,2020-10-30 20:54
2020-10-31,03:06,3.38,H,2020-10-31 03:06
2020-10-31,09:24,0.366,L,2020-10-31 09:24
2020-10-31,15:18,3.349,H,2020-10-31 15:18
2020-10-31,21:36,0.107,L,2020-10-31 21:36
2020-11-01,03:42,3.198,H,2020-11-01 03:42
2020-11-01,09:48,0.29,L,2020-11-01 09:48
2020-11-01,15:54,3.535,H,2020-11-01 15:54
2020-11-01,22:12,0.166,L,2020-11-01 22:12
2020-11-02,04:30,3.42,H,2020-11-02 04:30
2020-11-02,10:24,0.521,L,2020-11-02 10:24
2020-11-02,16:18,3.578,H,2020-11-02 16:18
2020-11-02,23:00,-0.015,L,2020-11-02 23:00
2020-11-03,04:48,2.94,H,2020-11-03 04:48
2020-11-03,11:18,0.549,L,2020-11-03 11:18
2020-11-03,16:54,3.149,H,2020-11-03 16:54
2020-11-03,23:30,0.242,L,2020-11-03 23:30
2020-11-04,05:30,3.034,H,2020-11-04 05:30
2020-11-04,11:24,0.46,L,2020-11-04 11:24
2020-11-04,17:36,3.363,H,2020-11-04 17:36
2020-11-05,00:06,0.148,L,2020-11-05 00:06
2020-11-05,06:12,2.869,H,2020-11-05 06:12
2020-11-05,12:06,0.389,L,2020-11-05 12:06
2020-11-05,18:24,3.283,H,2020-11-05 18:24
2020-11-06,00:42,0.211,L,2020-11-06 00:42
2020-11-06,06:54,2.895,H,2020-11-06 06:54
2020-11-06,12:54,0.448,L,2020-11-06 12:54
2020-11-06,19:12,3.22,H,2020-11-06 19:12
2020-11-07,01:30,0.26,L,2020-11-07 01:30
2020-11-07,07:42,2.906,H,2020-11-07 07:42
2020-11-07,13:42,0.554,L,2020-11-07 13:42
2020-11-07,19:54,3.201,H,2020-11-07 19:54
2020-11-08,02:30,0.354,L,2020-11-08 02:30
2020-11-08,08:42,2.955,H,2020-11-08 08:42
2020-11-08,14:42,0.645,L,2020-11-08 14:42
2020-11-08,20:54,3.244,H,2020-11-08 20:54
2020-11-09,03:24,0.287,L,2020-11-09 03:24
2020-11-09,09:30,3.019,H,2020-11-09 09:30
2020-11-09,15:48,0.497,L,2020-11-09 15:48
2020-11-09,21:54,3.18,H,2020-11-09 21:54
2020-11-10,04:18,0.158,L,2020-11-10 04:18
2020-11-10,10:48,3.17,H,2020-11-10 10:48
2020-11-10,16:42,0.433,L,2020-11-10 16:42
2020-11-10,23:00,3.354,H,2020-11-10 23:00
2020-11-11,05:24,0.1,L,2020-11-11 05:24
2020-11-11,11:42,3.364,H,2020-11-11 11:42
2020-11-11,17:48,0.259,L,2020-11-11 17:48
2020-11-12,00:06,3.542,H,2020-11-12 00:06
2020-11-12,06:18,0.096,L,2020-11-12 06:18
2020-11-12,12:36,3.62,H,2020-11-12 12:36
2020-11-12,18:48,-0.126,L,2020-11-12 18:48
2020-11-13,01:00,3.527,H,2020-11-13 01:00
2020-11-13,07:12,-0.096,L,2020-11-13 07:12
2020-11-13,13:36,3.926,H,2020-11-13 13:36
2020-11-13,19:36,-0.078,L,2020-11-13 19:36
2020-11-14,02:00,3.934,H,2020-11-14 02:00
2020-11-14,08:06,-0.1,L,2020-11-14 08:06
2020-11-14,14:12,4.058,H,2020-11-14 14:12
2020-11-14,20:42,-0.416,L,2020-11-14 20:42
2020-11-15,02:42,3.746,H,2020-11-15 02:42
2020-11-15,08:54,-0.212,L,2020-11-15 08:54
2020-11-15,15:06,4.143,H,2020-11-15 15:06
2020-11-15,22:00,-0.418,L,2020-11-15 22:00
2020-11-16,03:54,3.986,H,2020-11-16 03:54
2020-11-16,09:18,0.17,L,2020-11-16 09:18
2020-11-16,16:06,4.278,H,2020-11-16 16:06
2020-11-16,22:42,-0.415,L,2020-11-16 22:42
2020-11-17,04:36,3.595,H,2020-11-17 04:36
2020-11-17,10:36,-0.148,L,2020-11-17 10:36
2020-11-17,16:54,4.137,H,2020-11-17 16:54
2020-11-17,23:24,-0.399,L,2020-11-17 23:24
2020-11-18,05:30,3.498,H,2020-11-18 05:30
2020-11-18,11:30,-0.029,L,2020-11-18 11:30
2020-11-18,17:48,3.871,H,2020-11-18 17:48
2020-11-19,00:12,-0.316,L,2020-11-19 00:12
2020-11-19,06:24,3.339,H,2020-11-19 06:24
2020-11-19,12:36,0.063,L,2020-11-19 12:36
2020-11-19,18:36,3.604,H,2020-11-19 18:36
2020-11-20,01:06,-0.186,L,2020-11-20 01:06
2020-11-20,07:18,3.133,H,2020-11-20 07:18
2020-11-20,13:24,0.224,L,2020-11-20 13:24
2020-11-20,19:36,3.397,H,2020-11-20 19:36
2020-11-21,02:00,-0.047,L,2020-11-21 02:00
2020-11-21,08:24,3.122,H,2020-11-21 08:24
2020-11-21,14:24,0.371,L,2020-11-21 14:24
2020-11-21,20:42,3.248,H,2020-11-21 20:42
2020-11-22,03:00,0.038,L,2020-11-22 03:00
2020-11-22,09:18,3.063,H,2020-11-22 09:18
2020-11-22,15:30,0.489,L,2020-11-22 15:30
2020-11-22,21:48,3.142,H,2020-11-22 21:48
2020-11-23,04:06,0.307,L,2020-11-23 04:06
2020-11-23,10:30,3.2,H,2020-11-23 10:30
2020-11-23,16:24,0.812,L,2020-11-23 16:24
2020-11-23,22:18,3.34,H,2020-11-23 22:18
2020-11-24,05:12,0.212,L,2020-11-24 05:12
2020-11-24,11:24,2.987,H,2020-11-24 11:24
2020-11-24,17:30,0.306,L,2020-11-24 17:30
2020-11-24,23:48,2.857,H,2020-11-24 23:48
2020-11-25,05:54,0.351,L,2020-11-25 05:54
2020-11-25,12:12,3.028,H,2020-11-25 12:12
2020-11-25,18:24,0.35,L,2020-11-25 18:24
2020-11-26,00:36,3.109,H,2020-11-26 00:36
2020-11-26,06:42,0.435,L,2020-11-26 06:42
2020-11-26,13:06,3.228,H,2020-11-26 13:06
2020-11-26,19:18,0.252,L,2020-11-26 19:18
2020-11-27,01:24,3.04,H,2020-11-27 01:24
2020-11-27,07:30,0.436,L,2020-11-27 07:30
2020-11-27,13:42,3.362,H,2020-11-27 13:42
2020-11-27,20:00,0.292,L,2020-11-27 20:00
2020-11-28,02:06,3.15,H,2020-11-28 02:06
2020-11-28,08:12,0.429,L,2020-11-28 08:12
2020-11-28,14:12,3.399,H,2020-11-28 14:12
2020-11-28,20:42,0.228,L,2020-11-28 20:42
2020-11-29,02:48,3.195,H,2020-11-29 02:48
2020-11-29,08:42,0.519,L,2020-11-29 08:42
2020-11-29,14:48,3.426,H,2020-11-29 14:48
2020-11-29,21:06,0.098,L,2020-11-29 21:06
2020-11-30,03:18,3.072,H,2020-11-30 03:18
2020-11-30,09:30,0.401,L,2020-11-30 09:30
2020-11-30,15:36,3.481,H,2020-11-30 15:36
2020-11-30,21:36,0.25,L,2020-11-30 21:36
2020-12-01,03:48,3.467,H,2020-12-01 03:48
2020-12-01,10:00,0.705,L,2020-12-01 10:00
2020-12-01,16:12,3.779,H,2020-12-01 16:12
2020-12-01,22:30,0.179,L,2020-12-01 22:30
2020-12-02,04:36,3.193,H,2020-12-02 04:36
2020-12-02,10:24,0.576,L,2020-12-02 10:24
2020-12-02,16:42,3.601,H,2020-12-02 16:42
2020-12-02,22:54,0.113,L,2020-12-02 22:54
2020-12-03,05:18,3.167,H,2020-12-03 05:18
2020-12-03,11:12,0.427,L,2020-12-03 11:12
2020-12-03,17:12,3.519,H,2020-12-03 17:12
2020-12-03,23:36,0.047,L,2020-12-03 23:36
2020-12-04,05:54,3.119,H,2020-12-04 05:54
2020-12-04,11:48,0.417,L,2020-12-04 11:48
2020-12-04,18:00,3.523,H,2020-12-04 18:00
2020-12-05,00:18,0.094,L,2020-12-05 00:18
2020-12-05,06:36,3.165,H,2020-12-05 06:36
2020-12-05,12:36,0.448,L,2020-12-05 12:36
2020-12-05,18:30,3.551,H,2020-12-05 18:30
2020-12-06,01:06,0.474,L,2020-12-06 01:06
2020-12-06,07:30,3.167,H,2020-12-06 07:30
2020-12-06,13:30,0.583,L,2020-12-06 13:30
2020-12-06,19:36,3.278,H,2020-12-06 19:36
2020-12-07,02:06,0.238,L,2020-12-07 02:06
2020-12-07,08:18,3.105,H,2020-12-07 08:18
2020-12-07,14:24,0.54,L,2020-12-07 14:24
2020-12-07,20:30,3.293,H,2020-12-07 20:30
2020-12-08,02:54,0.166,L,2020-12-08 02:54
2020-12-08,09:18,3.354,H,2020-12-08 09:18
2020-12-08,15:12,0.594,L,2020-12-08 15:12
2020-12-08,21:42,3.478,H,2020-12-08 21:42
2020-12-09,03:54,0.312,L,2020-12-09 03:54
2020-12-09,10:12,3.458,H,2020-12-09 10:12
2020-12-09,16:24,0.375,L,2020-12-09 16:24
2020-12-09,22:30,3.412,H,2020-12-09 22:30
2020-12-10,04:48,0.05,L,2020-12-10 04:48
2020-12-10,11:12,3.614,H,2020-12-10 11:12
2020-12-10,17:24,0.163,L,2020-12-10 17:24
2020-12-10,23:42,3.374,H,2020-12-10 23:42
2020-12-11,05:54,0.023,L,2020-12-11 05:54
2020-12-11,12:06,3.628,H,2020-12-11 12:06
2020-12-11,18:24,-0.194,L,2020-12-11 18:24
2020-12-12,00:42,3.479,H,2020-12-12 00:42
2020-12-12,06:54,-0.087,L,2020-12-12 06:54
2020-12-12,13:00,3.798,H,2020-12-12 13:00
2020-12-12,19:30,-0.39,L,2020-12-12 19:30
2020-12-13,01:42,3.604,H,2020-12-13 01:42
2020-12-13,07:48,0.069,L,2020-12-13 07:48
2020-12-13,14:00,4.096,H,2020-12-13 14:00
2020-12-13,20:24,-0.373,L,2020-12-13 20:24
2020-12-14,02:30,3.653,H,2020-12-14 02:30
2020-12-14,08:36,-0.097,L,2020-12-14 08:36
2020-12-14,14:54,4.155,H,2020-12-14 14:54
2020-12-14,21:06,-0.43,L,2020-12-14 21:06
2020-12-15,03:24,3.708,H,2020-12-15 03:24
2020-12-15,09:36,-0.17,L,2020-12-15 09:36
2020-12-15,15:48,3.902,H,2020-12-15 15:48
2020-12-15,22:18,-0.814,L,2020-12-15 22:18
2020-12-16,04:24,3.16,H,2020-12-16 04:24
2020-12-16,10:24,-0.262,L,2020-12-16 10:24
2020-12-16,16:36,3.778,H,2020-12-16 16:36
2020-12-16,23:06,-0.537,L,2020-12-16 23:06
2020-12-17,05:18,3.404,H,2020-12-17 05:18
2020-12-17,11:00,0.233,L,2020-12-17 11:00
2020-12-17,17:36,4.063,H,2020-12-17 17:36
2020-12-17,23:54,-0.147,L,2020-12-17 23:54
2020-12-18,06:06,3.646,H,2020-12-18 06:06
2020-12-18,12:06,0.357,L,2020-12-18 12:06
2020-12-18,18:18,3.779,H,2020-12-18 18:18
2020-12-19,00:42,-0.054,L,2020-12-19 00:42
2020-12-19,07:00,3.449,H,2020-12-19 07:00
2020-12-19,13:00,0.406,L,2020-12-19 13:00
2020-12-19,19:12,3.598,H,2020-12-19 19:12
2020-12-20,01:42,-0.004,L,2020-12-20 01:42
2020-12-20,07:48,3.287,H,2020-12-20 07:48
2020-12-20,13:54,0.397,L,2020-12-20 13:54
2020-12-20,20:18,3.392,H,2020-12-20 20:18
2020-12-21,02:30,0.259,L,2020-12-21 02:30
2020-12-21,08:48,3.283,H,2020-12-21 08:48
2020-12-21,14:42,0.604,L,2020-12-21 14:42
2020-12-21,21:06,3.399,H,2020-12-21 21:06
2020-12-22,03:18,0.464,L,2020-12-22 03:18
2020-12-22,09:30,3.3,H,2020-12-22 09:30
2020-12-22,16:00,0.537,L,2020-12-22 16:00
2020-12-22,21:54,3.153,H,2020-12-22 21:54
2020-12-23,04:18,0.348,L,2020-12-23 04:18
2020-12-23,10:36,3.06,H,2020-12-23 10:36
2020-12-23,16:42,0.495,L,2020-12-23 16:42
2020-12-23,23:00,2.924,H,2020-12-23 23:00
2020-12-24,05:12,0.477,L,2020-12-24 05:12
2020-12-24,11:24,3.222,H,2020-12-24 11:24
2020-12-24,17:48,0.59,L,2020-12-24 17:48
2020-12-24,23:54,2.976,H,2020-12-24 23:54
2020-12-25,06:06,0.609,L,2020-12-25 06:06
2020-12-25,12:24,3.33,H,2020-12-25 12:24
2020-12-25,18:36,0.606,L,2020-12-25 18:36
2020-12-26,00:48,3.025,H,2020-12-26 00:48
2020-12-26,07:18,0.782,L,2020-12-26 07:18
2020-12-26,13:06,3.332,H,2020-12-26 13:06
2020-12-26,19:30,0.45,L,2020-12-26 19:30
2020-12-27,01:24,2.986,H,2020-12-27 01:24
2020-12-27,07:42,0.522,L,2020-12-27 07:42
2020-12-27,13:42,3.24,H,2020-12-27 13:42
2020-12-27,20:00,0.214,L,2020-12-27 20:00
2020-12-28,02:12,3.002,H,2020-12-28 02:12
2020-12-28,08:12,0.458,L,2020-12-28 08:12
2020-12-28,14:18,3.409,H,2020-12-28 14:18
2020-12-28,20:42,0.161,L,2020-12-28 20:42
2020-12-29,02:54,3.222,H,2020-12-29 02:54
2020-12-29,08:48,0.453,L,2020-12-29 08:48
2020-12-29,14:48,3.383,H,2020-12-29 14:48
2020-12-29,21:24,-0.207,L,2020-12-29 21:24
2020-12-30,03:36,2.846,H,2020-12-30 03:36
2020-12-30,09:30,0.292,L,2020-12-30 09:30
2020-12-30,15:30,3.334,H,2020-12-30 15:30
2020-12-30,22:00,-0.052,L,2020-12-30 22:00
2020-12-31,04:06,3.162,H,2020-12-31 04:06
2020-12-31,10:12,0.387,L,2020-12-31 10:12
2020-12-31,16:06,3.59,H,2020-12-31 16:06
2020-12-31,22:42,-0.198,L,2020-12-31 22:42
2021-01-21,03:06,0.514,L,2021-01-21 03:06
2021-01-21,09:36,3.166,H,2021-01-21 09:36
2021-01-21,16:00,0.679,L,2021-01-21 16:00
2021-01-21,21:54,3.048,H,2021-01-21 21:54
2021-01-22,04:12,0.745,L,2021-01-22 04:12
2021-01-22,10:24,3.29,H,2021-01-22 10:24
2021-01-22,16:48,0.708,L,2021-01-22 16:48
2021-01-22,22:48,2.965,H,2021-01-22 22:48
2021-01-23,04:54,0.812,L,2021-01-23 04:54
2021-01-23,11:12,3.308,H,2021-01-23 11:12
2021-01-23,17:42,0.601,L,2021-01-23 17:42
2021-01-23,23:42,2.806,H,2021-01-23 23:42
2021-01-24,05:54,0.613,L,2021-01-24 05:54
2021-01-24,12:06,3.046,H,2021-01-24 12:06
2021-01-24,18:42,0.353,L,2021-01-24 18:42
2021-01-25,00:48,2.807,H,2021-01-25 00:48
2021-01-25,06:48,0.784,L,2021-01-25 06:48
2021-01-25,12:54,3.253,H,2021-01-25 12:54
2021-01-25,19:30,0.31,L,2021-01-25 19:30
2021-01-26,01:36,2.87,H,2021-01-26 01:36
2021-01-26,07:30,0.541,L,2021-01-26 07:30
2021-01-26,13:48,3.402,H,2021-01-26 13:48
2021-01-26,20:06,0.265,L,2021-01-26 20:06
2021-01-27,02:24,3.158,H,2021-01-27 02:24
2021-01-27,08:06,0.552,L,2021-01-27 08:06
2021-01-27,14:30,3.66,H,2021-01-27 14:30
2021-01-27,21:00,0.101,L,2021-01-27 21:00
2021-01-28,03:06,3.256,H,2021-01-28 03:06
2021-01-28,09:00,0.404,L,2021-01-28 09:00
2021-01-28,15:12,3.713,H,2021-01-28 15:12
2021-01-28,21:36,-0.008,L,2021-01-28 21:36
2021-01-29,03:42,3.353,H,2021-01-29 03:42
2021-01-29,09:48,0.306,L,2021-01-29 09:48
2021-01-29,15:48,3.907,H,2021-01-29 15:48
2021-01-29,22:18,0.083,L,2021-01-29 22:18
2021-01-30,04:30,3.463,H,2021-01-30 04:30
2021-01-30,10:30,0.367,L,2021-01-30 10:30
2021-01-30,16:36,3.869,H,2021-01-30 16:36
2021-01-30,22:54,-0.128,L,2021-01-30 22:54
2021-01-31,05:06,3.498,H,2021-01-31 05:06
2021-01-31,11:12,-0.032,L,2021-01-31 11:12
2021-01-31,17:18,3.757,H,2021-01-31 17:18
2021-01-31,23:36,-0.185,L,2021-01-31 23:36
2021-02-01,05:54,3.584,H,2021-02-01 05:54
2021-02-01,11:54,-0.003,L,2021-02-01 11:54
2021-02-01,18:06,3.813,H,2021-02-01 18:06
2021-02-02,00:24,0.042,L,2021-02-02 00:24
2021-02-02,06:42,3.869,H,2021-02-02 06:42
2021-02-02,12:54,0.468,L,2021-02-02 12:54
2021-02-02,18:48,4.103,H,2021-02-02 18:48
2021-02-03,01:12,0.428,L,2021-02-03 01:12
2021-02-03,07:30,4.001,H,2021-02-03 07:30
2021-02-03,13:42,0.31,L,2021-02-03 13:42
2021-02-03,20:00,3.786,H,2021-02-03 20:00
2021-02-04,02:06,0.268,L,2021-02-04 02:06
2021-02-04,08:24,3.861,H,2021-02-04 08:24
2021-02-04,14:42,0.158,L,2021-02-04 14:42
2021-02-04,20:54,3.452,H,2021-02-04 20:54
2021-02-05,03:06,0.218,L,2021-02-05 03:06
2021-02-05,09:18,3.75,H,2021-02-05 09:18
2021-02-05,15:36,0.183,L,2021-02-05 15:36
2021-02-05,22:06,3.428,H,2021-02-05 22:06
2021-02-06,04:06,0.334,L,2021-02-06 04:06
2021-02-06,10:24,3.736,H,2021-02-06 10:24
2021-02-06,16:42,0.105,L,2021-02-06 16:42
2021-02-06,23:12,3.12,H,2021-02-06 23:12
2021-02-07,05:12,0.04,L,2021-02-07 05:12
2021-02-07,11:30,3.492,H,2021-02-07 11:30
2021-02-07,17:54,0.064,L,2021-02-07 17:54
2021-02-08,00:12,3.344,H,2021-02-08 00:12
2021-02-08,06:24,0.301,L,2021-02-08 06:24
2021-02-08,12:24,3.596,H,2021-02-08 12:24
2021-02-08,19:00,-0.065,L,2021-02-08 19:00
2021-02-09,01:24,3.025,H,2021-02-09 01:24
2021-02-09,07:24,0.06,L,2021-02-09 07:24
2021-02-09,13:36,3.523,H,2021-02-09 13:36
2021-02-09,19:54,-0.333,L,2021-02-09 19:54
2021-02-10,02:12,3.214,H,2021-02-10 02:12
2021-02-10,08:18,0.136,L,2021-02-10 08:18
2021-02-10,14:30,3.861,H,2021-02-10 14:30
2021-02-10,21:00,-0.178,L,2021-02-10 21:00
2021-02-11,03:12,3.254,H,2021-02-11 03:12
2021-02-11,09:06,-0.045,L,2021-02-11 09:06
2021-02-11,15:12,3.697,H,2021-02-11 15:12
2021-02-11,21:36,-0.358,L,2021-02-11 21:36
2021-02-12,03:48,3.259,H,2021-02-12 03:48
2021-02-12,09:54,-0.119,L,2021-02-12 09:54
2021-02-12,16:12,3.642,H,2021-02-12 16:12
2021-02-12,22:24,-0.182,L,2021-02-12 22:24
2021-02-13,04:30,3.416,H,2021-02-13 04:30
2021-02-13,10:48,-0.025,L,2021-02-13 10:48
2021-02-13,16:42,3.585,H,2021-02-13 16:42
2021-02-13,23:06,-0.223,L,2021-02-13 23:06
2021-02-14,05:24,3.4,H,2021-02-14 05:24
2021-02-14,11:24,0.116,L,2021-02-14 11:24
2021-02-14,17:30,3.539,H,2021-02-14 17:30
2021-02-14,23:54,-0.051,L,2021-02-14 23:54
2021-02-15,06:00,3.378,H,2021-02-15 06:00
2021-02-15,12:00,0.147,L,2021-02-15 12:00
2021-02-15,18:12,3.484,H,2021-02-15 18:12
2021-02-16,00:24,0.081,L,2021-02-16 00:24
2021-02-16,06:42,3.394,H,2021-02-16 06:42
2021-02-16,12:48,0.487,L,2021-02-16 12:48
2021-02-16,18:48,3.579,H,2021-02-16 18:48
2021-02-17,01:06,0.45,L,2021-02-17 01:06
2021-02-17,07:06,3.324,H,2021-02-17 07:06
2021-02-17,13:36,0.149,L,2021-02-17 13:36
2021-02-17,19:36,2.931,H,2021-02-17 19:36
2021-02-18,01:36,0.239,L,2021-02-18 01:36
2021-02-18,07:54,3.054,H,2021-02-18 07:54
2021-02-18,14:12,0.274,L,2021-02-18 14:12
2021-02-18,20:06,2.895,H,2021-02-18 20:06
2021-02-19,02:30,0.503,L,2021-02-19 02:30
2021-02-19,08:42,3.116,H,2021-02-19 08:42
2021-02-19,15:12,0.553,L,2021-02-19 15:12
2021-02-19,21:18,2.813,H,2021-02-19 21:18
2021-02-20,03:18,0.755,L,2021-02-20 03:18
2021-02-20,09:30,3.196,H,2021-02-20 09:30
2021-02-20,15:54,0.723,L,2021-02-20 15:54
2021-02-20,22:00,2.823,H,2021-02-20 22:00
2021-02-21,04:06,0.78,L,2021-02-21 04:06
2021-02-21,10:12,3.063,H,2021-02-21 10:12
